汉字,笔顺,名称,UCS,image_paths
俾,3 2 3 2 5 1 1 3 1 2,4572,04FFE,"pic/noto_serif/俾.png,pic/source_han_sans/俾.png,pic/AlibabaPuHuiTi/俾.png,pic/kaiti/俾.png,pic/hanyi_senty_wen/俾.png"
倜,3 2 3 5 1 2 1 2 5 1,4573,0501C,"pic/noto_serif/倜.png,pic/source_han_sans/倜.png,pic/AlibabaPuHuiTi/倜.png,pic/kaiti/倜.png,pic/hanyi_senty_wen/倜.png"
隼,3 2 4 1 1 1 2 1 1 2,4574,096BC,"pic/noto_serif/隼.png,pic/source_han_sans/隼.png,pic/AlibabaPuHuiTi/隼.png,pic/kaiti/隼.png,pic/hanyi_senty_wen/隼.png"
隽,3 2 4 1 1 1 2 1 5 3,4575,096BD,"pic/noto_serif/隽.png,pic/source_han_sans/隽.png,pic/AlibabaPuHuiTi/隽.png,pic/kaiti/隽.png,pic/hanyi_senty_wen/隽.png"
倌,3 2 4 4 5 2 5 1 5 1,4576,0500C,"pic/noto_serif/倌.png,pic/source_han_sans/倌.png,pic/AlibabaPuHuiTi/倌.png,pic/kaiti/倌.png,pic/hanyi_senty_wen/倌.png"
倥,3 2 4 4 5 3 4 1 2 1,4577,05025,"pic/noto_serif/倥.png,pic/source_han_sans/倥.png,pic/AlibabaPuHuiTi/倥.png,pic/kaiti/倥.png,pic/hanyi_senty_wen/倥.png"
臬,3 2 5 1 1 1 1 2 3 4,4578,081EC,"pic/noto_serif/臬.png,pic/source_han_sans/臬.png,pic/AlibabaPuHuiTi/臬.png,pic/kaiti/臬.png,pic/hanyi_senty_wen/臬.png"
皋,3 2 5 1 1 1 3 4 1 2,4579,0768B,"pic/noto_serif/皋.png,pic/source_han_sans/皋.png,pic/AlibabaPuHuiTi/皋.png,pic/kaiti/皋.png,pic/hanyi_senty_wen/皋.png"
郫,3 2 5 1 1 3 1 2 5 2,4580,090EB,"pic/noto_serif/郫.png,pic/source_han_sans/郫.png,pic/AlibabaPuHuiTi/郫.png,pic/kaiti/郫.png,pic/hanyi_senty_wen/郫.png"
倨,3 2 5 1 3 1 2 2 5 1,4581,05028,"pic/noto_serif/倨.png,pic/source_han_sans/倨.png,pic/AlibabaPuHuiTi/倨.png,pic/kaiti/倨.png,pic/hanyi_senty_wen/倨.png"
衄,3 2 5 2 2 1 5 2 1 1,4582,08844,"pic/noto_serif/衄.png,pic/source_han_sans/衄.png,pic/AlibabaPuHuiTi/衄.png,pic/kaiti/衄.png,pic/hanyi_senty_wen/衄.png"
颀,3 3 1 2 1 3 2 5 3 4,4583,09880,"pic/noto_serif/颀.png,pic/source_han_sans/颀.png,pic/AlibabaPuHuiTi/颀.png,pic/kaiti/颀.png,pic/hanyi_senty_wen/颀.png"
徕,3 3 2 1 4 3 1 2 3 4,4584,05F95,"pic/noto_serif/徕.png,pic/source_han_sans/徕.png,pic/AlibabaPuHuiTi/徕.png,pic/kaiti/徕.png,pic/hanyi_senty_wen/徕.png"
舫,3 3 5 4 1 4 4 1 5 3,4585,0822B,"pic/noto_serif/舫.png,pic/source_han_sans/舫.png,pic/AlibabaPuHuiTi/舫.png,pic/kaiti/舫.png,pic/hanyi_senty_wen/舫.png"
釜,3 4 3 4 1 1 2 4 3 1,4586,091DC,"pic/noto_serif/釜.png,pic/source_han_sans/釜.png,pic/AlibabaPuHuiTi/釜.png,pic/kaiti/釜.png,pic/hanyi_senty_wen/釜.png"
奚,3 4 4 3 5 5 4 1 3 4,4587,0595A,"pic/noto_serif/奚.png,pic/source_han_sans/奚.png,pic/AlibabaPuHuiTi/奚.png,pic/kaiti/奚.png,pic/hanyi_senty_wen/奚.png"
衾,3 4 4 5 4 1 3 5 3 4,4588,0887E,"pic/noto_serif/衾.png,pic/source_han_sans/衾.png,pic/AlibabaPuHuiTi/衾.png,pic/kaiti/衾.png,pic/hanyi_senty_wen/衾.png"
胯,3 5 1 1 1 3 4 1 1 5,4589,080EF,"pic/noto_serif/胯.png,pic/source_han_sans/胯.png,pic/AlibabaPuHuiTi/胯.png,pic/kaiti/胯.png,pic/hanyi_senty_wen/胯.png"
胱,3 5 1 1 2 4 3 1 3 5,4590,080F1,"pic/noto_serif/胱.png,pic/source_han_sans/胱.png,pic/AlibabaPuHuiTi/胱.png,pic/kaiti/胱.png,pic/hanyi_senty_wen/胱.png"
胴,3 5 1 1 2 5 1 2 5 1,4591,080F4,"pic/noto_serif/胴.png,pic/source_han_sans/胴.png,pic/AlibabaPuHuiTi/胴.png,pic/kaiti/胴.png,pic/hanyi_senty_wen/胴.png"
胭,3 5 1 1 2 5 1 3 4 1,4592,080ED,"pic/noto_serif/胭.png,pic/source_han_sans/胭.png,pic/AlibabaPuHuiTi/胭.png,pic/kaiti/胭.png,pic/hanyi_senty_wen/胭.png"
脍,3 5 1 1 3 4 1 1 5 4,4593,0810D,"pic/noto_serif/脍.png,pic/source_han_sans/脍.png,pic/AlibabaPuHuiTi/脍.png,pic/kaiti/脍.png,pic/hanyi_senty_wen/脍.png"
胼,3 5 1 1 4 3 1 1 3 2,4594,080FC,"pic/noto_serif/胼.png,pic/source_han_sans/胼.png,pic/AlibabaPuHuiTi/胼.png,pic/kaiti/胼.png,pic/hanyi_senty_wen/胼.png"
朕,3 5 1 1 4 3 1 1 3 4,4595,06715,"pic/noto_serif/朕.png,pic/source_han_sans/朕.png,pic/AlibabaPuHuiTi/朕.png,pic/kaiti/朕.png,pic/hanyi_senty_wen/朕.png"
脒,3 5 1 1 4 3 1 2 3 4,4596,08112,"pic/noto_serif/脒.png,pic/source_han_sans/脒.png,pic/AlibabaPuHuiTi/脒.png,pic/kaiti/脒.png,pic/hanyi_senty_wen/脒.png"
胺,3 5 1 1 4 4 5 5 3 1,4597,080FA,"pic/noto_serif/胺.png,pic/source_han_sans/胺.png,pic/AlibabaPuHuiTi/胺.png,pic/kaiti/胺.png,pic/hanyi_senty_wen/胺.png"
鸱,3 5 1 5 4 3 5 4 5 1,4598,09E31,"pic/noto_serif/鸱.png,pic/source_han_sans/鸱.png,pic/AlibabaPuHuiTi/鸱.png,pic/kaiti/鸱.png,pic/hanyi_senty_wen/鸱.png"
玺,3 5 2 3 4 1 1 2 1 4,4599,073BA,"pic/noto_serif/玺.png,pic/source_han_sans/玺.png,pic/AlibabaPuHuiTi/玺.png,pic/kaiti/玺.png,pic/hanyi_senty_wen/玺.png"
鸲,3 5 2 5 1 3 5 4 5 1,4600,09E32,"pic/noto_serif/鸲.png,pic/source_han_sans/鸲.png,pic/AlibabaPuHuiTi/鸲.png,pic/kaiti/鸲.png,pic/hanyi_senty_wen/鸲.png"
狷,3 5 3 2 5 1 2 5 1 1,4601,072F7,"pic/noto_serif/狷.png,pic/source_han_sans/狷.png,pic/AlibabaPuHuiTi/狷.png,pic/kaiti/狷.png,pic/hanyi_senty_wen/狷.png"
猁,3 5 3 3 1 2 3 4 2 2,4602,07301,"pic/noto_serif/猁.png,pic/source_han_sans/猁.png,pic/AlibabaPuHuiTi/猁.png,pic/kaiti/猁.png,pic/hanyi_senty_wen/猁.png"
狳,3 5 3 3 4 1 1 2 3 4,4603,072F3,"pic/noto_serif/狳.png,pic/source_han_sans/狳.png,pic/AlibabaPuHuiTi/狳.png,pic/kaiti/狳.png,pic/hanyi_senty_wen/狳.png"
猃,3 5 3 3 4 1 4 4 3 1,4604,07303,"pic/noto_serif/猃.png,pic/source_han_sans/猃.png,pic/AlibabaPuHuiTi/猃.png,pic/kaiti/猃.png,pic/hanyi_senty_wen/猃.png"
狺,3 5 3 4 1 1 1 2 5 1,4605,072FA,"pic/noto_serif/狺.png,pic/source_han_sans/狺.png,pic/AlibabaPuHuiTi/狺.png,pic/kaiti/狺.png,pic/hanyi_senty_wen/狺.png"
逖,3 5 3 4 3 3 4 4 5 4,4606,09016,"pic/noto_serif/逖.png,pic/source_han_sans/逖.png,pic/AlibabaPuHuiTi/逖.png,pic/kaiti/逖.png,pic/hanyi_senty_wen/逖.png"
桀,3 5 4 1 5 2 1 2 3 4,4607,06840,"pic/noto_serif/桀.png,pic/source_han_sans/桀.png,pic/AlibabaPuHuiTi/桀.png,pic/kaiti/桀.png,pic/hanyi_senty_wen/桀.png"
袅,3 5 4 5 4 1 3 5 3 4,4608,08885,"pic/noto_serif/袅.png,pic/source_han_sans/袅.png,pic/AlibabaPuHuiTi/袅.png,pic/kaiti/袅.png,pic/hanyi_senty_wen/袅.png"
饽,3 5 5 1 2 4 5 5 2 1,4609,0997D,"pic/noto_serif/饽.png,pic/source_han_sans/饽.png,pic/AlibabaPuHuiTi/饽.png,pic/kaiti/饽.png,pic/hanyi_senty_wen/饽.png"
凇,4 1 1 2 3 4 3 4 5 4,4610,051C7,"pic/noto_serif/凇.png,pic/source_han_sans/凇.png,pic/AlibabaPuHuiTi/凇.png,pic/kaiti/凇.png,pic/hanyi_senty_wen/凇.png"
栾,4 1 2 2 3 4 1 2 3 4,4611,0683E,"pic/noto_serif/栾.png,pic/source_han_sans/栾.png,pic/AlibabaPuHuiTi/栾.png,pic/kaiti/栾.png,pic/hanyi_senty_wen/栾.png"
挛,4 1 2 2 3 4 3 1 1 2,4612,0631B,"pic/noto_serif/挛.png,pic/source_han_sans/挛.png,pic/AlibabaPuHuiTi/挛.png,pic/kaiti/挛.png,pic/hanyi_senty_wen/挛.png"
亳,4 1 2 5 1 4 5 3 1 5,4613,04EB3,"pic/noto_serif/亳.png,pic/source_han_sans/亳.png,pic/AlibabaPuHuiTi/亳.png,pic/kaiti/亳.png,pic/hanyi_senty_wen/亳.png"
疳,4 1 3 4 1 1 2 2 1 1,4614,075B3,"pic/noto_serif/疳.png,pic/source_han_sans/疳.png,pic/AlibabaPuHuiTi/疳.png,pic/kaiti/疳.png,pic/hanyi_senty_wen/疳.png"
疴,4 1 3 4 1 1 2 5 1 2,4615,075B4,"pic/noto_serif/疴.png,pic/source_han_sans/疴.png,pic/AlibabaPuHuiTi/疴.png,pic/kaiti/疴.png,pic/hanyi_senty_wen/疴.png"
疸,4 1 3 4 1 2 5 1 1 1,4616,075B8,"pic/noto_serif/疸.png,pic/source_han_sans/疸.png,pic/AlibabaPuHuiTi/疸.png,pic/kaiti/疸.png,pic/hanyi_senty_wen/疸.png"
疽,4 1 3 4 1 2 5 1 1 1,4617,075BD,"pic/noto_serif/疽.png,pic/source_han_sans/疽.png,pic/AlibabaPuHuiTi/疽.png,pic/kaiti/疽.png,pic/hanyi_senty_wen/疽.png"
痈,4 1 3 4 1 3 5 1 1 2,4618,075C8,"pic/noto_serif/痈.png,pic/source_han_sans/痈.png,pic/AlibabaPuHuiTi/痈.png,pic/kaiti/痈.png,pic/hanyi_senty_wen/痈.png"
疱,4 1 3 4 1 3 5 5 1 5,4619,075B1,"pic/noto_serif/疱.png,pic/source_han_sans/疱.png,pic/AlibabaPuHuiTi/疱.png,pic/kaiti/疱.png,pic/hanyi_senty_wen/疱.png"
痂,4 1 3 4 1 5 3 2 5 1,4620,075C2,"pic/noto_serif/痂.png,pic/source_han_sans/痂.png,pic/AlibabaPuHuiTi/痂.png,pic/kaiti/痂.png,pic/hanyi_senty_wen/痂.png"
痉,4 1 3 4 1 5 4 1 2 1,4621,075C9,"pic/noto_serif/痉.png,pic/source_han_sans/痉.png,pic/AlibabaPuHuiTi/痉.png,pic/kaiti/痉.png,pic/hanyi_senty_wen/痉.png"
衮,4 1 3 4 5 4 3 5 3 4,4622,0886E,"pic/noto_serif/衮.png,pic/source_han_sans/衮.png,pic/AlibabaPuHuiTi/衮.png,pic/kaiti/衮.png,pic/hanyi_senty_wen/衮.png"
凋,4 1 3 5 1 2 1 2 5 1,4623,051CB,"pic/noto_serif/凋.png,pic/source_han_sans/凋.png,pic/AlibabaPuHuiTi/凋.png,pic/kaiti/凋.png,pic/hanyi_senty_wen/凋.png"
颃,4 1 3 5 1 3 2 5 3 4,4624,09883,"pic/noto_serif/颃.png,pic/source_han_sans/颃.png,pic/AlibabaPuHuiTi/颃.png,pic/kaiti/颃.png,pic/hanyi_senty_wen/颃.png"
恣,4 1 3 5 3 4 4 5 4 4,4625,06063,"pic/noto_serif/恣.png,pic/source_han_sans/恣.png,pic/AlibabaPuHuiTi/恣.png,pic/kaiti/恣.png,pic/hanyi_senty_wen/恣.png"
旆,4 1 5 3 3 1 1 2 5 2,4626,065C6,"pic/noto_serif/旆.png,pic/source_han_sans/旆.png,pic/AlibabaPuHuiTi/旆.png,pic/kaiti/旆.png,pic/hanyi_senty_wen/旆.png"
旄,4 1 5 3 3 1 3 1 1 5,4627,065C4,"pic/noto_serif/旄.png,pic/source_han_sans/旄.png,pic/AlibabaPuHuiTi/旄.png,pic/kaiti/旄.png,pic/hanyi_senty_wen/旄.png"
旃,4 1 5 3 3 1 3 5 4 1,4628,065C3,"pic/noto_serif/旃.png,pic/source_han_sans/旃.png,pic/AlibabaPuHuiTi/旃.png,pic/kaiti/旃.png,pic/hanyi_senty_wen/旃.png"
阃,4 2 5 2 5 1 2 3 4 1,4629,09603,"pic/noto_serif/阃.png,pic/source_han_sans/阃.png,pic/AlibabaPuHuiTi/阃.png,pic/kaiti/阃.png,pic/hanyi_senty_wen/阃.png"
阄,4 2 5 3 5 2 5 1 1 5,4630,09604,"pic/noto_serif/阄.png,pic/source_han_sans/阄.png,pic/AlibabaPuHuiTi/阄.png,pic/kaiti/阄.png,pic/hanyi_senty_wen/阄.png"
訚,4 2 5 4 1 1 1 2 5 1,4631,08A1A,"pic/noto_serif/訚.png,pic/source_han_sans/訚.png,pic/AlibabaPuHuiTi/訚.png,pic/kaiti/訚.png,pic/hanyi_senty_wen/訚.png"
阆,4 2 5 4 5 1 1 5 3 4,4632,09606,"pic/noto_serif/阆.png,pic/source_han_sans/阆.png,pic/AlibabaPuHuiTi/阆.png,pic/kaiti/阆.png,pic/hanyi_senty_wen/阆.png"
恙,4 3 1 1 2 1 4 5 4 4,4633,06059,"pic/noto_serif/恙.png,pic/source_han_sans/恙.png,pic/AlibabaPuHuiTi/恙.png,pic/kaiti/恙.png,pic/hanyi_senty_wen/恙.png"
粑,4 3 1 2 3 4 5 2 1 5,4634,07C91,"pic/noto_serif/粑.png,pic/source_han_sans/粑.png,pic/AlibabaPuHuiTi/粑.png,pic/kaiti/粑.png,pic/hanyi_senty_wen/粑.png"
朔,4 3 1 5 2 3 3 5 1 1,4635,06714,"pic/noto_serif/朔.png,pic/source_han_sans/朔.png,pic/AlibabaPuHuiTi/朔.png,pic/kaiti/朔.png,pic/hanyi_senty_wen/朔.png"
郸,4 3 2 5 1 1 1 2 5 2,4636,090F8,"pic/noto_serif/郸.png,pic/source_han_sans/郸.png,pic/AlibabaPuHuiTi/郸.png,pic/kaiti/郸.png,pic/hanyi_senty_wen/郸.png"
烜,4 3 3 4 1 2 5 1 1 1,4637,070DC,"pic/noto_serif/烜.png,pic/source_han_sans/烜.png,pic/AlibabaPuHuiTi/烜.png,pic/kaiti/烜.png,pic/hanyi_senty_wen/烜.png"
烨,4 3 3 4 3 2 3 5 1 2,4638,070E8,"pic/noto_serif/烨.png,pic/source_han_sans/烨.png,pic/AlibabaPuHuiTi/烨.png,pic/kaiti/烨.png,pic/hanyi_senty_wen/烨.png"
烩,4 3 3 4 3 4 1 1 5 4,4639,070E9,"pic/noto_serif/烩.png,pic/source_han_sans/烩.png,pic/AlibabaPuHuiTi/烩.png,pic/kaiti/烩.png,pic/hanyi_senty_wen/烩.png"
烊,4 3 3 4 4 3 1 1 1 2,4640,070CA,"pic/noto_serif/烊.png,pic/source_han_sans/烊.png,pic/AlibabaPuHuiTi/烊.png,pic/kaiti/烊.png,pic/hanyi_senty_wen/烊.png"
剡,4 3 3 4 4 3 3 4 2 2,4641,05261,"pic/noto_serif/剡.png,pic/source_han_sans/剡.png,pic/AlibabaPuHuiTi/剡.png,pic/kaiti/剡.png,pic/hanyi_senty_wen/剡.png"
郯,4 3 3 4 4 3 3 4 5 2,4642,090EF,"pic/noto_serif/郯.png,pic/source_han_sans/郯.png,pic/AlibabaPuHuiTi/郯.png,pic/kaiti/郯.png,pic/hanyi_senty_wen/郯.png"
烬,4 3 3 4 5 1 3 4 4 4,4643,070EC,"pic/noto_serif/烬.png,pic/source_han_sans/烬.png,pic/AlibabaPuHuiTi/烬.png,pic/kaiti/烬.png,pic/hanyi_senty_wen/烬.png"
涑,4 4 1 1 2 5 1 2 3 4,4644,06D91,"pic/noto_serif/涑.png,pic/source_han_sans/涑.png,pic/AlibabaPuHuiTi/涑.png,pic/kaiti/涑.png,pic/hanyi_senty_wen/涑.png"
浯,4 4 1 1 2 5 1 2 5 1,4645,06D6F,"pic/noto_serif/浯.png,pic/source_han_sans/浯.png,pic/AlibabaPuHuiTi/浯.png,pic/kaiti/浯.png,pic/hanyi_senty_wen/浯.png"
涞,4 4 1 1 4 3 1 2 3 4,4646,06D9E,"pic/noto_serif/涞.png,pic/source_han_sans/涞.png,pic/AlibabaPuHuiTi/涞.png,pic/kaiti/涞.png,pic/hanyi_senty_wen/涞.png"
涟,4 4 1 1 5 1 2 4 5 4,4647,06D9F,"pic/noto_serif/涟.png,pic/source_han_sans/涟.png,pic/AlibabaPuHuiTi/涟.png,pic/kaiti/涟.png,pic/hanyi_senty_wen/涟.png"
娑,4 4 1 2 3 4 3 5 3 1,4648,05A11,"pic/noto_serif/娑.png,pic/source_han_sans/娑.png,pic/AlibabaPuHuiTi/娑.png,pic/kaiti/娑.png,pic/hanyi_senty_wen/娑.png"
涅,4 4 1 2 5 1 1 1 2 1,4649,06D85,"pic/noto_serif/涅.png,pic/source_han_sans/涅.png,pic/AlibabaPuHuiTi/涅.png,pic/kaiti/涅.png,pic/hanyi_senty_wen/涅.png"
涠,4 4 1 2 5 1 1 5 2 1,4650,06DA0,"pic/noto_serif/涠.png,pic/source_han_sans/涠.png,pic/AlibabaPuHuiTi/涠.png,pic/kaiti/涠.png,pic/hanyi_senty_wen/涠.png"
浞,4 4 1 2 5 1 2 1 3 4,4651,06D5E,"pic/noto_serif/浞.png,pic/source_han_sans/浞.png,pic/AlibabaPuHuiTi/浞.png,pic/kaiti/浞.png,pic/hanyi_senty_wen/浞.png"
涓,4 4 1 2 5 1 2 5 1 1,4652,06D93,"pic/noto_serif/涓.png,pic/source_han_sans/涓.png,pic/AlibabaPuHuiTi/涓.png,pic/kaiti/涓.png,pic/hanyi_senty_wen/涓.png"
浥,4 4 1 2 5 1 5 2 1 5,4653,06D65,"pic/noto_serif/浥.png,pic/source_han_sans/浥.png,pic/AlibabaPuHuiTi/浥.png,pic/kaiti/浥.png,pic/hanyi_senty_wen/浥.png"
涔,4 4 1 2 5 2 3 4 4 5,4654,06D94,"pic/noto_serif/涔.png,pic/source_han_sans/涔.png,pic/AlibabaPuHuiTi/涔.png,pic/kaiti/涔.png,pic/hanyi_senty_wen/涔.png"
浜,4 4 1 3 2 1 2 1 3 4,4655,06D5C,"pic/noto_serif/浜.png,pic/source_han_sans/浜.png,pic/AlibabaPuHuiTi/浜.png,pic/kaiti/浜.png,pic/hanyi_senty_wen/浜.png"
浠,4 4 1 3 4 1 3 2 5 2,4656,06D60,"pic/noto_serif/浠.png,pic/source_han_sans/浠.png,pic/AlibabaPuHuiTi/浠.png,pic/kaiti/浠.png,pic/hanyi_senty_wen/浠.png"
浣,4 4 1 4 4 5 1 1 3 5,4657,06D63,"pic/noto_serif/浣.png,pic/source_han_sans/浣.png,pic/AlibabaPuHuiTi/浣.png,pic/kaiti/浣.png,pic/hanyi_senty_wen/浣.png"
浚,4 4 1 5 4 3 4 3 5 4,4658,06D5A,"pic/noto_serif/浚.png,pic/source_han_sans/浚.png,pic/AlibabaPuHuiTi/浚.png,pic/kaiti/浚.png,pic/hanyi_senty_wen/浚.png"
悚,4 4 2 1 2 5 1 2 3 4,4659,0609A,"pic/noto_serif/悚.png,pic/source_han_sans/悚.png,pic/AlibabaPuHuiTi/悚.png,pic/kaiti/悚.png,pic/hanyi_senty_wen/悚.png"
悭,4 4 2 2 2 5 4 1 2 1,4660,060AD,"pic/noto_serif/悭.png,pic/source_han_sans/悭.png,pic/AlibabaPuHuiTi/悭.png,pic/kaiti/悭.png,pic/hanyi_senty_wen/悭.png"
悝,4 4 2 2 5 1 1 2 1 1,4661,0609D,"pic/noto_serif/悝.png,pic/source_han_sans/悝.png,pic/AlibabaPuHuiTi/悝.png,pic/kaiti/悝.png,pic/hanyi_senty_wen/悝.png"
悒,4 4 2 2 5 1 5 2 1 5,4662,06092,"pic/noto_serif/悒.png,pic/source_han_sans/悒.png,pic/AlibabaPuHuiTi/悒.png,pic/kaiti/悒.png,pic/hanyi_senty_wen/悒.png"
悌,4 4 2 4 3 5 1 5 2 3,4663,0608C,"pic/noto_serif/悌.png,pic/source_han_sans/悌.png,pic/AlibabaPuHuiTi/悌.png,pic/kaiti/悌.png,pic/hanyi_senty_wen/悌.png"
悛,4 4 2 5 4 3 4 3 5 4,4664,0609B,"pic/noto_serif/悛.png,pic/source_han_sans/悛.png,pic/AlibabaPuHuiTi/悛.png,pic/kaiti/悛.png,pic/hanyi_senty_wen/悛.png"
宸,4 4 5 1 3 1 1 5 3 4,4665,05BB8,"pic/noto_serif/宸.png,pic/source_han_sans/宸.png,pic/AlibabaPuHuiTi/宸.png,pic/kaiti/宸.png,pic/hanyi_senty_wen/宸.png"
窈,4 4 5 3 4 5 5 4 5 3,4666,07A88,"pic/noto_serif/窈.png,pic/source_han_sans/窈.png,pic/AlibabaPuHuiTi/窈.png,pic/kaiti/窈.png,pic/hanyi_senty_wen/窈.png"
剜,4 4 5 3 5 4 5 5 2 2,4667,0525C,"pic/noto_serif/剜.png,pic/source_han_sans/剜.png,pic/AlibabaPuHuiTi/剜.png,pic/kaiti/剜.png,pic/hanyi_senty_wen/剜.png"
诹,4 5 1 2 2 1 1 1 5 4,4668,08BF9,"pic/noto_serif/诹.png,pic/source_han_sans/诹.png,pic/AlibabaPuHuiTi/诹.png,pic/kaiti/诹.png,pic/hanyi_senty_wen/诹.png"
冢,4 5 1 3 5 3 3 4 3 4,4669,051A2,"pic/noto_serif/冢.png,pic/source_han_sans/冢.png,pic/AlibabaPuHuiTi/冢.png,pic/kaiti/冢.png,pic/hanyi_senty_wen/冢.png"
诼,4 5 1 3 5 3 3 4 3 4,4670,08BFC,"pic/noto_serif/诼.png,pic/source_han_sans/诼.png,pic/AlibabaPuHuiTi/诼.png,pic/kaiti/诼.png,pic/hanyi_senty_wen/诼.png"
袒,4 5 2 3 4 2 5 1 1 1,4671,08892,"pic/noto_serif/袒.png,pic/source_han_sans/袒.png,pic/AlibabaPuHuiTi/袒.png,pic/kaiti/袒.png,pic/hanyi_senty_wen/袒.png"
袢,4 5 2 3 4 4 3 1 1 2,4672,088A2,"pic/noto_serif/袢.png,pic/source_han_sans/袢.png,pic/AlibabaPuHuiTi/袢.png,pic/kaiti/袢.png,pic/hanyi_senty_wen/袢.png"
祯,4 5 2 4 2 1 2 5 3 4,4673,0796F,"pic/noto_serif/祯.png,pic/source_han_sans/祯.png,pic/AlibabaPuHuiTi/祯.png,pic/kaiti/祯.png,pic/hanyi_senty_wen/祯.png"
诿,4 5 3 1 2 3 4 5 3 1,4674,08BFF,"pic/noto_serif/诿.png,pic/source_han_sans/诿.png,pic/AlibabaPuHuiTi/诿.png,pic/kaiti/诿.png,pic/hanyi_senty_wen/诿.png"
谀,4 5 3 2 1 5 1 1 3 4,4675,08C00,"pic/noto_serif/谀.png,pic/source_han_sans/谀.png,pic/AlibabaPuHuiTi/谀.png,pic/kaiti/谀.png,pic/hanyi_senty_wen/谀.png"
谂,4 5 3 4 4 5 4 5 4 4,4676,08C02,"pic/noto_serif/谂.png,pic/source_han_sans/谂.png,pic/AlibabaPuHuiTi/谂.png,pic/kaiti/谂.png,pic/hanyi_senty_wen/谂.png"
谄,4 5 3 5 3 2 1 5 1 1,4677,08C04,"pic/noto_serif/谄.png,pic/source_han_sans/谄.png,pic/AlibabaPuHuiTi/谄.png,pic/kaiti/谄.png,pic/hanyi_senty_wen/谄.png"
谇,4 5 4 1 3 4 3 4 1 2,4678,08C07,"pic/noto_serif/谇.png,pic/source_han_sans/谇.png,pic/AlibabaPuHuiTi/谇.png,pic/kaiti/谇.png,pic/hanyi_senty_wen/谇.png"
屐,5 1 3 3 3 2 1 2 5 4,4679,05C50,"pic/noto_serif/屐.png,pic/source_han_sans/屐.png,pic/AlibabaPuHuiTi/屐.png,pic/kaiti/屐.png,pic/hanyi_senty_wen/屐.png"
屙,5 1 3 5 2 1 2 5 1 2,4680,05C59,"pic/noto_serif/屙.png,pic/source_han_sans/屙.png,pic/AlibabaPuHuiTi/屙.png,pic/kaiti/屙.png,pic/hanyi_senty_wen/屙.png"
陬,5 2 1 2 2 1 1 1 5 4,4681,0966C,"pic/noto_serif/陬.png,pic/source_han_sans/陬.png,pic/AlibabaPuHuiTi/陬.png,pic/kaiti/陬.png,pic/hanyi_senty_wen/陬.png"
勐,5 2 1 2 5 2 2 1 5 3,4682,052D0,"pic/noto_serif/勐.png,pic/source_han_sans/勐.png,pic/AlibabaPuHuiTi/勐.png,pic/kaiti/勐.png,pic/hanyi_senty_wen/勐.png"
奘,5 2 1 3 1 2 1 1 3 4,4683,05958,"pic/noto_serif/奘.png,pic/source_han_sans/奘.png,pic/AlibabaPuHuiTi/奘.png,pic/kaiti/奘.png,pic/hanyi_senty_wen/奘.png"
牂,5 2 1 3 4 3 1 1 1 2,4684,07242,"pic/noto_serif/牂.png,pic/source_han_sans/牂.png,pic/AlibabaPuHuiTi/牂.png,pic/kaiti/牂.png,pic/hanyi_senty_wen/牂.png"
蚩,5 2 2 1 2 5 1 2 1 4,4685,086A9,"pic/noto_serif/蚩.png,pic/source_han_sans/蚩.png,pic/AlibabaPuHuiTi/蚩.png,pic/kaiti/蚩.png,pic/hanyi_senty_wen/蚩.png"
陲,5 2 3 1 2 1 2 2 1 1,4686,09672,"pic/noto_serif/陲.png,pic/source_han_sans/陲.png,pic/AlibabaPuHuiTi/陲.png,pic/kaiti/陲.png,pic/hanyi_senty_wen/陲.png"
姬,5 3 1 1 2 2 5 1 2 5,4687,059EC,"pic/noto_serif/姬.png,pic/source_han_sans/姬.png,pic/AlibabaPuHuiTi/姬.png,pic/kaiti/姬.png,pic/hanyi_senty_wen/姬.png"
娠,5 3 1 1 3 1 1 5 3 4,4688,05A20,"pic/noto_serif/娠.png,pic/source_han_sans/娠.png,pic/AlibabaPuHuiTi/娠.png,pic/kaiti/娠.png,pic/hanyi_senty_wen/娠.png"
娌,5 3 1 2 5 1 1 2 1 1,4689,05A0C,"pic/noto_serif/娌.png,pic/source_han_sans/娌.png,pic/AlibabaPuHuiTi/娌.png,pic/kaiti/娌.png,pic/hanyi_senty_wen/娌.png"
娉,5 3 1 2 5 1 2 1 1 5,4690,05A09,"pic/noto_serif/娉.png,pic/source_han_sans/娉.png,pic/AlibabaPuHuiTi/娉.png,pic/kaiti/娉.png,pic/hanyi_senty_wen/娉.png"
娲,5 3 1 2 5 1 2 5 3 4,4691,05A32,"pic/noto_serif/娲.png,pic/source_han_sans/娲.png,pic/AlibabaPuHuiTi/娲.png,pic/kaiti/娲.png,pic/hanyi_senty_wen/娲.png"
娩,5 3 1 3 5 2 5 1 3 5,4692,05A29,"pic/noto_serif/娩.png,pic/source_han_sans/娩.png,pic/AlibabaPuHuiTi/娩.png,pic/kaiti/娩.png,pic/hanyi_senty_wen/娩.png"
娴,5 3 1 4 2 5 1 2 3 4,4693,05A34,"pic/noto_serif/娴.png,pic/source_han_sans/娴.png,pic/AlibabaPuHuiTi/娴.png,pic/kaiti/娴.png,pic/hanyi_senty_wen/娴.png"
